news,label,value
says close to 90 percent of the population growth in texas over the last decade was nonanglo,true,1
justice john roberts signed off on obamas arrest for treason,pants-fire,0
says the us department of justice has seen in the past that police department consent decrees dont work that theres very little change that oftentimes immediately after a consent decree goes into effect crime actually goes up,barely-true,0
no state in the country verifies united states citizenship as a condition for voting in federal elections,barely-true,0
this whole covid thing its a simulation,pants-fire,0
says bill gates said we need to develop a digital certificate that shows who has received all the vaccinations only those with all the required vaccinations may travel visit churches participate in sports and music events get a job etc,false,0
republican election challengers were unfairly barred from observing absentee ballot processing and counting in detroit,false,0
candidate bill byrne used campaign funds for work on his personal car,half-true,1
nick freitas voted to let businesses discriminate and fire expecting mothers for no other reason but their pregnancy ,mostly-true,1
three of our cities are among the top five worst cities in the us for asthma,true,1
the ocean is now much more acidic    than it has been for many millions of years,half-true,1
says an image shows a photo of hurricaneravaged abaco island in the bahamas,false,0
many of the alarmists on global warming theyve got a problem because the science doesnt back them up in particular satellite data demonstrate for the last 17 years theres been zero warming,barely-true,0
floridas proposed medical marijuana amendment would make florida one of the most lenient medicalmarijuana states allowing use for limitless other conditions specified by any physician,mostly-true,1
about 3 percent of murders and crimes are committed with guns from people who actually legally purchase those guns,half-true,1
africanamerican youth unemployment is 51 percent hispanic youth unemployment is 36 percent,half-true,1
